"country	country_code	ETS information	main activity sector name	unit	value	year"
"Bulgaria	BG	2. Verified emissions	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	234150	2014"
"Bulgaria	BG	2. Verified emissions	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	263892	2015"
"Bulgaria	BG	4.2 Surrendered certified emission reductions (CERs)	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	0	2010"
"Bulgaria	BG	4.3 Surrendered emission reduction units (ERUs)	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	0	2010"
"Bulgaria	BG	4.1 Surrendered EU allowances (EUAs and EUAAs)	31 Manufacture of glass	tonne of CO2 equ.	771659	2009"
"Bulgaria	BG	1.1 Freely allocated allowances	32 Manufacture of ceramics	tonne of CO2 equ.	313565	2010"
"Bulgaria	BG	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	32 Manufacture of ceramics	tonne of CO2 equ.	0	2014"
"Bulgaria	BG	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	32 Manufacture of ceramics	tonne of CO2 equ.	0	2015"
"Bulgaria	BG	4. Total surrendered units	32 Manufacture of ceramics	tonne of CO2 equ.	189931	2019"
"Bulgaria	BG	4.1 Surrendered EU allowances (EUAs and EUAAs)	32 Manufacture of ceramics	tonne of CO2 equ.	118254	2011"
"Bulgaria	BG	4.1 Surrendered EU allowances (EUAs and EUAAs)	32 Manufacture of ceramics	tonne of CO2 equ.	125911	2012"
"Bulgaria	BG	4.2 Surrendered certified emission reductions (CERs)	32 Manufacture of ceramics	tonne of CO2 equ.	0	2007"
"Bulgaria	BG	1.1 Freely allocated allowances	34 Production or processing of gypsum or plasterboard	tonne of CO2 equ.	31404	2019"
"Bulgaria	BG	4.2 Surrendered certified emission reductions (CERs)	34 Production or processing of gypsum or plasterboard	tonne of CO2 equ.	0	2009"
"Greece	GR	1.1.1 Free allocation to existing entities (Art. 10a(1))	36 Production of paper or cardboard	tonne of CO2 equ.	199959	2005"
"Greece	GR	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	36 Production of paper or cardboard	tonne of CO2 equ.	10895	2019"
"Greece	GR	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	36 Production of paper or cardboard	tonne of CO2 equ.	0	2016"
"Greece	GR	2. Verified emissions	36 Production of paper or cardboard	tonne of CO2 equ.	75601	2016"
"Greece	GR	4. Total surrendered units	36 Production of paper or cardboard	tonne of CO2 equ.	181155	2006"
"Greece	GR	4. Total surrendered units	36 Production of paper or cardboard	tonne of CO2 equ.	120553	2014"
"Greece	GR	4. Total surrendered units	36 Production of paper or cardboard	tonne of CO2 equ.	108764	2015"
"Greece	GR	4.2 Surrendered certified emission reductions (CERs)	36 Production of paper or cardboard	tonne of CO2 equ.	945	2010"
"Greece	GR	4. Total surrendered units	41 Production of ammonia	tonne of CO2 equ.	287703	2017"
"Greece	GR	4. Total surrendered units	41 Production of ammonia	tonne of CO2 equ.	267540	2018"
"Greece	GR	4.2 Surrendered certified emission reductions (CERs)	99 Other activity opted-in under Art. 24	tonne of CO2 equ.	0	2007"
"Greece	GR	4.2 Surrendered certified emission reductions (CERs)	99 Other activity opted-in under Art. 24	tonne of CO2 equ.	0	2008"
"Croatia	HR	1.1.1 Free allocation to existing entities (Art. 10a(1))	10 Aviation	tonne of CO2 equ.	85828	2019"
"Croatia	HR	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	10 Aviation	tonne of CO2 equ.	0	2016"
"Croatia	HR	4.1 Surrendered EU allowances (EUAs and EUAAs)	10 Aviation	tonne of CO2 equ.	0	2006"
"Luxembourg	LU	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	3229321	2006"
"Luxembourg	LU	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	2488229	2009"
"Luxembourg	LU	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	2488229	2011"
"Luxembourg	LU	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	2484346	2012"
"Luxembourg	LU	4. Total surrendered units	20-99 All stationary installations	tonne of CO2 equ.	2181694	2009"
"Luxembourg	LU	4.1 Surrendered EU allowances (EUAs and EUAAs)	20-99 All stationary installations	tonne of CO2 equ.	2603349	2005"
"Luxembourg	LU	4.2 Surrendered certified emission reductions (CERs)	20-99 All stationary installations	tonne of CO2 equ.	0	2006"
"Luxembourg	LU	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	0	2017"
"Luxembourg	LU	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	0	2018"
"Luxembourg	LU	2. Verified emissions	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	1095645	2008"
"Luxembourg	LU	4. Total surrendered units	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	1392655	2007"
"Luxembourg	LU	4.2 Surrendered certified emission reductions (CERs)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	190536	2011"
"Luxembourg	LU	4.2 Surrendered certified emission reductions (CERs)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	222947	2012"
"Luxembourg	LU	1.1 Freely allocated allowances	24  Production of pig iron or steel	tonne of CO2 equ.	649135	2005"
"Luxembourg	LU	2. Verified emissions	24  Production of pig iron or steel	tonne of CO2 equ.	213504	2011"
"Luxembourg	LU	4.1 Surrendered EU allowances (EUAs and EUAAs)	24  Production of pig iron or steel	tonne of CO2 equ.	486680	2006"
"Luxembourg	LU	4.2 Surrendered certified emission reductions (CERs)	24  Production of pig iron or steel	tonne of CO2 equ.	0	2007"
"Luxembourg	LU	4.2 Surrendered certified emission reductions (CERs)	24  Production of pig iron or steel	tonne of CO2 equ.	0	2008"
"Luxembourg	LU	4.1 Surrendered EU allowances (EUAs and EUAAs)	25 Production or processing of ferrous metals	tonne of CO2 equ.	0	2006"
"Luxembourg	LU	4.2 Surrendered certified emission reductions (CERs)	25 Production or processing of ferrous metals	tonne of CO2 equ.	0	2007"
"Luxembourg	LU	4.2 Surrendered certified emission reductions (CERs)	25 Production or processing of ferrous metals	tonne of CO2 equ.	0	2008"
"Luxembourg	LU	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	27 Production of secondary aluminium	tonne of CO2 equ.	20589	2013"
"Luxembourg	LU	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	27 Production of secondary aluminium	tonne of CO2 equ.	20231	2014"
"Luxembourg	LU	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	27 Production of secondary aluminium	tonne of CO2 equ.	19873	2015"
"Luxembourg	LU	2. Verified emissions	27 Production of secondary aluminium	tonne of CO2 equ.	41898	2017"
"Luxembourg	LU	2. Verified emissions	27 Production of secondary aluminium	tonne of CO2 equ.	40375	2018"
"Luxembourg	LU	4.2 Surrendered certified emission reductions (CERs)	27 Production of secondary aluminium	tonne of CO2 equ.	0	2009"
"Luxembourg	LU	4.2 Surrendered certified emission reductions (CERs)	27 Production of secondary aluminium	tonne of CO2 equ.	0	2011"
"Luxembourg	LU	4.2 Surrendered certified emission reductions (CERs)	27 Production of secondary aluminium	tonne of CO2 equ.	0	2012"
"Luxembourg	LU	4.3 Surrendered emission reduction units (ERUs)	27 Production of secondary aluminium	tonne of CO2 equ.	0	2007"
"Luxembourg	LU	1.1 Freely allocated allowances	31 Manufacture of glass	tonne of CO2 equ.	178423	2016"
"Luxembourg	LU	1.1.1 Free allocation to existing entities (Art. 10a(1))	31 Manufacture of glass	tonne of CO2 equ.	234842	2011"
"Luxembourg	LU	1.1.1 Free allocation to existing entities (Art. 10a(1))	31 Manufacture of glass	tonne of CO2 equ.	234842	2012"
"Luxembourg	LU	2. Verified emissions	31 Manufacture of glass	tonne of CO2 equ.	229232	2007"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	20 Combustion of fuels	tonne of CO2 equ.	2910391	2007"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	20 Combustion of fuels	tonne of CO2 equ.	2454305	2008"
"Latvia	LV	2. Verified emissions	20 Combustion of fuels	tonne of CO2 equ.	2026078	2005"
"Latvia	LV	4. Total surrendered units	20 Combustion of fuels	tonne of CO2 equ.	2086344	2010"
"Latvia	LV	4. Total surrendered units	20 Combustion of fuels	tonne of CO2 equ.	1265517	2017"
"Latvia	LV	4. Total surrendered units	20 Combustion of fuels	tonne of CO2 equ.	1681389	2018"
"Latvia	LV	4.1 Surrendered EU allowances (EUAs and EUAAs)	20 Combustion of fuels	tonne of CO2 equ.	1838984	2011"
"Latvia	LV	4.1 Surrendered EU allowances (EUAs and EUAAs)	20 Combustion of fuels	tonne of CO2 equ.	1297889	2012"
"Latvia	LV	4.3 Surrendered emission reduction units (ERUs)	20 Combustion of fuels	tonne of CO2 equ.	2507	2010"
"Latvia	LV	1.1 Freely allocated allowances	20-99 All stationary installations	tonne of CO2 equ.	4621615	2011"
"Latvia	LV	1.1 Freely allocated allowances	20-99 All stationary installations	tonne of CO2 equ.	4991646	2012"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	4070078	2005"
"Latvia	LV	2. Verified emissions	20-99 All stationary installations	tonne of CO2 equ.	2197000	2016"
"Latvia	LV	2. Verified emissions	20-99 All stationary installations	tonne of CO2 equ.	2493060	2019"
"Latvia	LV	4.1 Surrendered EU allowances (EUAs and EUAAs)	20-99 All stationary installations	tonne of CO2 equ.	3010585	2010"
"Latvia	LV	4.2 Surrendered certified emission reductions (CERs)	20-99 All stationary installations	tonne of CO2 equ.	0	2005"
"Latvia	LV	4.3 Surrendered emission reduction units (ERUs)	20-99 All stationary installations	tonne of CO2 equ.	0	2006"
"Latvia	LV	1.1 Freely allocated allowances	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	1106778	2016"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	1982950	2010"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	1069778	2017"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	1035806	2018"
"Latvia	LV	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	5251	2017"
"Latvia	LV	4.3 Surrendered emission reduction units (ERUs)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	14463	2011"
"Latvia	LV	4.3 Surrendered emission reduction units (ERUs)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	378872	2012"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	24  Production of pig iron or steel	tonne of CO2 equ.	1513	2016"
"Latvia	LV	4. Total surrendered units	24  Production of pig iron or steel	tonne of CO2 equ.	296574	2009"
"Latvia	LV	4.1 Surrendered EU allowances (EUAs and EUAAs)	24  Production of pig iron or steel	tonne of CO2 equ.	365920	2005"
"Latvia	LV	4.3 Surrendered emission reduction units (ERUs)	24  Production of pig iron or steel	tonne of CO2 equ.	0	2009"
"Latvia	LV	1.1 Freely allocated allowances	29 Production of cement clinker	tonne of CO2 equ.	916810	2016"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	29 Production of cement clinker	tonne of CO2 equ.	819568	2011"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	29 Production of cement clinker	tonne of CO2 equ.	1196048	2012"
"Latvia	LV	2. Verified emissions	29 Production of cement clinker	tonne of CO2 equ.	362730	2007"
"Latvia	LV	2. Verified emissions	29 Production of cement clinker	tonne of CO2 equ.	357747	2008"
"Latvia	LV	1.1 Freely allocated allowances	20 Combustion of fuels	tonne of CO2 equ.	784443	2016"
"Latvia	LV	2. Verified emissions	20 Combustion of fuels	tonne of CO2 equ.	1589368	2019"
"Latvia	LV	4.3 Surrendered emission reduction units (ERUs)	20 Combustion of fuels	tonne of CO2 equ.	0	2006"
"Latvia	LV	1.1 Freely allocated allowances	20-99 All stationary installations	tonne of CO2 equ.	4035018	2007"
"Latvia	LV	1.1 Freely allocated allowances	20-99 All stationary installations	tonne of CO2 equ.	3727535	2008"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	4035018	2007"
"Latvia	LV	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	1832360	2016"
"Latvia	LV	2. Verified emissions	20-99 All stationary installations	tonne of CO2 equ.	2854492	2005"
"Latvia	LV	4.1 Surrendered EU allowances (EUAs and EUAAs)	20-99 All stationary installations	tonne of CO2 equ.	2940753	2006"
"Latvia	LV	4.3 Surrendered emission reduction units (ERUs)	20-99 All stationary installations	tonne of CO2 equ.	18007	2010"
"Latvia	LV	4. Total surrendered units	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	1153828	2010"
"Latvia	LV	4. Total surrendered units	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	770802	2017"
"Bulgaria	BG	1.1 Freely allocated allowances	35 Production of pulp	tonne of CO2 equ.	23641	2008"
"Bulgaria	BG	1.1 Freely allocated allowances	35 Production of pulp	tonne of CO2 equ.	22464	2016"
"Bulgaria	BG	1.1 Freely allocated allowances	35 Production of pulp	tonne of CO2 equ.	21714	2019"
"Bulgaria	BG	4.2 Surrendered certified emission reductions (CERs)	35 Production of pulp	tonne of CO2 equ.	0	2009"
"Bulgaria	BG	1.1 Freely allocated allowances	36 Production of paper or cardboard	tonne of CO2 equ.	242879	2012"
"Bulgaria	BG	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	36 Production of paper or cardboard	tonne of CO2 equ.	9105	2017"
"Bulgaria	BG	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	36 Production of paper or cardboard	tonne of CO2 equ.	8902	2018"
"Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	38 Production of nitric acid	tonne of CO2 equ.	373426	2016"
"Bulgaria	BG	4.3 Surrendered emission reduction units (ERUs)	38 Production of nitric acid	tonne of CO2 equ.	0	2008"
"Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	41 Production of ammonia	tonne of CO2 equ.	533961	2013"
"Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	41 Production of ammonia	tonne of CO2 equ.	524686	2014"
"Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	41 Production of ammonia	tonne of CO2 equ.	515302	2015"
"Bulgaria	BG	2. Verified emissions	41 Production of ammonia	tonne of CO2 equ.	142646	2009"
"Bulgaria	BG	1.1 Freely allocated allowances	44 Production of soda ash and sodium bicarbonate	tonne of CO2 equ.	1131354	2013"
"Bulgaria	BG	1.1 Freely allocated allowances	44 Production of soda ash and sodium bicarbonate	tonne of CO2 equ.	1111703	2014"
"Bulgaria	BG	1.1 Freely allocated allowances	44 Production of soda ash and sodium bicarbonate	tonne of CO2 equ.	1091821	2015"
"Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	44 Production of soda ash and sodium bicarbonate	tonne of CO2 equ.	1051427	2017"
"Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	44 Production of soda ash and sodium bicarbonate	tonne of CO2 equ.	1030924	2018"
"Bulgaria	BG	2. Verified emissions	44 Production of soda ash and sodium bicarbonate	tonne of CO2 equ.	537133	2015"
"Bulgaria	BG	4.1 Surrendered EU allowances (EUAs and EUAAs)	44 Production of soda ash and sodium bicarbonate	tonne of CO2 equ.	0	2007"
"Bulgaria	BG	4.1 Surrendered EU allowances (EUAs and EUAAs)	44 Production of soda ash and sodium bicarbonate	tonne of CO2 equ.	0	2008"
"Cyprus	CY	1.1.1 Free allocation to existing entities (Art. 10a(1))	10 Aviation	tonne of CO2 equ.	250551	2013"
"Cyprus	CY	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	10 Aviation	tonne of CO2 equ.	0	2019"
"Cyprus	CY	4.1 Surrendered EU allowances (EUAs and EUAAs)	10 Aviation	tonne of CO2 equ.	0	2009"
"Cyprus	CY	1.1.1 Free allocation to existing entities (Art. 10a(1))	20 Combustion of fuels	tonne of CO2 equ.	3304691	2009"
"Cyprus	CY	4. Total surrendered units	20 Combustion of fuels	tonne of CO2 equ.	3801667	2007"
"Cyprus	CY	4. Total surrendered units	20 Combustion of fuels	tonne of CO2 equ.	3967293	2008"
"Cyprus	CY	4.1 Surrendered EU allowances (EUAs and EUAAs)	20 Combustion of fuels	tonne of CO2 equ.	3699370	2011"
"Cyprus	CY	4.2 Surrendered certified emission reductions (CERs)	20 Combustion of fuels	tonne of CO2 equ.	0	2012"
"Cyprus	CY	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	20-99 All stationary installations	tonne of CO2 equ.	512058	2019"
"Cyprus	CY	4.1 Surrendered EU allowances (EUAs and EUAAs)	20-99 All stationary installations	tonne of CO2 equ.	5361633	2009"
"Cyprus	CY	1.1 Freely allocated allowances	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	1970308	2011"
"Cyprus	CY	1.1 Freely allocated allowances	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	1970328	2012"
"Cyprus	CY	1.1.1 Free allocation to existing entities (Art. 10a(1))	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	1777808	2007"
"Cyprus	CY	1.1.1 Free allocation to existing entities (Art. 10a(1))	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	1784390	2008"
"Cyprus	CY	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	0	2016"
"Cyprus	CY	4. Total surrendered units	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	3212926	2006"
"Cyprus	CY	4.2 Surrendered certified emission reductions (CERs)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	0	2010"
"Cyprus	CY	1.1 Freely allocated allowances	29 Production of cement clinker	tonne of CO2 equ.	1095630	2016"
"Cyprus	CY	1.1.1 Free allocation to existing entities (Art. 10a(1))	29 Production of cement clinker	tonne of CO2 equ.	838904	2013"
"Cyprus	CY	1.1.1 Free allocation to existing entities (Art. 10a(1))	29 Production of cement clinker	tonne of CO2 equ.	824333	2014"
"Cyprus	CY	1.1.1 Free allocation to existing entities (Art. 10a(1))	29 Production of cement clinker	tonne of CO2 equ.	809591	2015"
"Cyprus	CY	2. Verified emissions	29 Production of cement clinker	tonne of CO2 equ.	1284880	2009"
"Cyprus	CY	4. Total surrendered units	29 Production of cement clinker	tonne of CO2 equ.	825669	2011"
"Cyprus	CY	4. Total surrendered units	29 Production of cement clinker	tonne of CO2 equ.	798264	2012"
"Cyprus	CY	4.3 Surrendered emission reduction units (ERUs)	29 Production of cement clinker	tonne of CO2 equ.	0	2006"
"Cyprus	CY	4. Total surrendered units	32 Manufacture of ceramics	tonne of CO2 equ.	54755	2010"
"Czechia	CZ	1.1 Freely allocated allowances	36 Production of paper or cardboard	tonne of CO2 equ.	769294	2012"
"Czechia	CZ	1.1.1 Free allocation to existing entities (Art. 10a(1))	36 Production of paper or cardboard	tonne of CO2 equ.	766103	2009"
"Czechia	CZ	1.1.1 Free allocation to existing entities (Art. 10a(1))	36 Production of paper or cardboard	tonne of CO2 equ.	781060	2011"
"Czechia	CZ	1.1.1 Free allocation to existing entities (Art. 10a(1))	36 Production of paper or cardboard	tonne of CO2 equ.	769294	2012"
"Czechia	CZ	4.2 Surrendered certified emission reductions (CERs)	36 Production of paper or cardboard	tonne of CO2 equ.	4056	2008"
"Czechia	CZ	1.1 Freely allocated allowances	38 Production of nitric acid	tonne of CO2 equ.	172661	2009"
"Czechia	CZ	2. Verified emissions	38 Production of nitric acid	tonne of CO2 equ.	525671	2013"
"Czechia	CZ	2. Verified emissions	38 Production of nitric acid	tonne of CO2 equ.	561977	2014"
"Czechia	CZ	2. Verified emissions	38 Production of nitric acid	tonne of CO2 equ.	619233	2015"
"Czechia	CZ	4. Total surrendered units	38 Production of nitric acid	tonne of CO2 equ.	208392	2012"
"Czechia	CZ	4.3 Surrendered emission reduction units (ERUs)	38 Production of nitric acid	tonne of CO2 equ.	0	2005"
"Czechia	CZ	1.1 Freely allocated allowances	42 Production of bulk chemicals	tonne of CO2 equ.	326805	2016"
"Czechia	CZ	2. Verified emissions	42 Production of bulk chemicals	tonne of CO2 equ.	315817	2010"
"Czechia	CZ	2. Verified emissions	42 Production of bulk chemicals	tonne of CO2 equ.	362347	2017"
"Czechia	CZ	2. Verified emissions	42 Production of bulk chemicals	tonne of CO2 equ.	353955	2018"
"Czechia	CZ	4. Total surrendered units	42 Production of bulk chemicals	tonne of CO2 equ.	366005	2013"
"Czechia	CZ	4. Total surrendered units	42 Production of bulk chemicals	tonne of CO2 equ.	396841	2014"
"Czechia	CZ	4. Total surrendered units	42 Production of bulk chemicals	tonne of CO2 equ.	376707	2015"
"Czechia	CZ	4.2 Surrendered certified emission reductions (CERs)	99 Other activity opted-in under Art. 24	tonne of CO2 equ.	0	2006"
"Czechia	CZ	4.2 Surrendered certified emission reductions (CERs)	99 Other activity opted-in under Art. 24	tonne of CO2 equ.	0	2009"
"Czechia	CZ	4.2 Surrendered certified emission reductions (CERs)	99 Other activity opted-in under Art. 24	tonne of CO2 equ.	0	2011"
"Germany	DE	1.1 Freely allocated allowances	10 Aviation	tonne of CO2 equ.	42770182	2012"
"Germany	DE	1.1.1 Free allocation to existing entities (Art. 10a(1))	10 Aviation	tonne of CO2 equ.	42770182	2012"
"Germany	DE	4.2 Surrendered certified emission reductions (CERs)	10 Aviation	tonne of CO2 equ.	0	2008"
"Germany	DE	1.1 Freely allocated allowances	20 Combustion of fuels	tonne of CO2 equ.	248270525	2008"
"Germany	DE	1.1.1 Free allocation to existing entities (Art. 10a(1))	20 Combustion of fuels	tonne of CO2 equ.	248270525	2008"
"Germany	DE	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	20 Combustion of fuels	tonne of CO2 equ.	1002089	2016"
"Germany	DE	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	20 Combustion of fuels	tonne of CO2 equ.	1228211	2019"
"Germany	DE	4.1 Surrendered EU allowances (EUAs and EUAAs)	20 Combustion of fuels	tonne of CO2 equ.	379474596	2006"
"Germany	DE	1.1 Freely allocated allowances	20-99 All stationary installations	tonne of CO2 equ.	493482295	2005"
"Germany	DE	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	400773158	2011"
"Germany	DE	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	424480598	2012"
"Germany	DE	2. Verified emissions	20-99 All stationary installations	tonne of CO2 equ.	487148432	2007"
"Germany	DE	2. Verified emissions	20-99 All stationary installations	tonne of CO2 equ.	472853534	2008"
"Germany	DE	4.2 Surrendered certified emission reductions (CERs)	20-99 All stationary installations	tonne of CO2 equ.	0	2005"
"Germany	DE	4.1 Surrendered EU allowances (EUAs and EUAAs)	21  Refining of mineral oil	tonne of CO2 equ.	16829147	2011"
"Germany	DE	4.1 Surrendered EU allowances (EUAs and EUAAs)	21  Refining of mineral oil	tonne of CO2 equ.	14811942	2012"
"Germany	DE	4.3 Surrendered emission reduction units (ERUs)	21  Refining of mineral oil	tonne of CO2 equ.	0	2006"
"Germany	DE	1.1.1 Free allocation to existing entities (Art. 10a(1))	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	124246923	2016"
"Germany	DE	4. Total surrendered units	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	123996659	2013"
"Germany	DE	4. Total surrendered units	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	122892895	2014"
"Germany	DE	4. Total surrendered units	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	122203179	2018"
"Germany	DE	4.2 Surrendered certified emission reductions (CERs)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	9945042	2010"
"Germany	DE	4.3 Surrendered emission reduction units (ERUs)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	392339	2009"
"Germany	DE	1.1 Freely allocated allowances	22  Production of coke	tonne of CO2 equ.	2611365	2010"
"Germany	DE	1.1.1 Free allocation to existing entities (Art. 10a(1))	22  Production of coke	tonne of CO2 equ.	2611365	2010"
"Germany	DE	2. Verified emissions	22  Production of coke	tonne of CO2 equ.	3735691	2013"
"Germany	DE	2. Verified emissions	22  Production of coke	tonne of CO2 equ.	3839715	2014"
"Germany	DE	2. Verified emissions	22  Production of coke	tonne of CO2 equ.	3751413	2015"
"Germany	DE	4. Total surrendered units	22  Production of coke	tonne of CO2 equ.	2967467	2012"
"Luxembourg	LU	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	29 Production of cement clinker	tonne of CO2 equ.	0	2014"
"Luxembourg	LU	1.1.2 Free allocation from the new entrants reserve (Art. 10a(7))	29 Production of cement clinker	tonne of CO2 equ.	0	2015"
"Luxembourg	LU	2. Verified emissions	29 Production of cement clinker	tonne of CO2 equ.	599535	2013"
"Luxembourg	LU	2. Verified emissions	29 Production of cement clinker	tonne of CO2 equ.	585892	2014"
"Luxembourg	LU	2. Verified emissions	29 Production of cement clinker	tonne of CO2 equ.	591441	2018"
"Luxembourg	LU	4. Total surrendered units	29 Production of cement clinker	tonne of CO2 equ.	678223	2007"
"Luxembourg	LU	4. Total surrendered units	29 Production of cement clinker	tonne of CO2 equ.	641079	2008"
"Luxembourg	LU	4.3 Surrendered emission reduction units (ERUs)	29 Production of cement clinker	tonne of CO2 equ.	0	2007"
"Luxembourg	LU	4.3 Surrendered emission reduction units (ERUs)	29 Production of cement clinker	tonne of CO2 equ.	0	2008"
"Italy	IT	4. Total surrendered units	20-99 All stationary installations	tonne of CO2 equ.	237021639	2007"
"Italy	IT	4. Total surrendered units	20-99 All stationary installations	tonne of CO2 equ.	220590944	2008"
"Italy	IT	4.2 Surrendered certified emission reductions (CERs)	20-99 All stationary installations	tonne of CO2 equ.	22999923	2012"
"Italy	IT	2. Verified emissions	21  Refining of mineral oil	tonne of CO2 equ.	24706335	2005"
"Italy	IT	4.3 Surrendered emission reduction units (ERUs)	21  Refining of mineral oil	tonne of CO2 equ.	342000	2010"
"Italy	IT	1.1 Freely allocated allowances	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	82868510	2007"
"Italy	IT	1.1 Freely allocated allowances	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	84441848	2008"
"Italy	IT	1.1.1 Free allocation to existing entities (Art. 10a(1))	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	82868510	2007"
"Italy	IT	1.1.1 Free allocation to existing entities (Art. 10a(1))	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	84441848	2008"
"Italy	IT	4. Total surrendered units	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	58085802	2019"
"Italy	IT	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	23 Metal ore roasting or sintering	tonne of CO2 equ.	0	2013"
"Italy	IT	1.1.3 Free allocation for modernisation of electricity generation (Art. 10c)	23 Metal ore roasting or sintering	tonne of CO2 equ.	0	2017"
